"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 29 11:41:46 CLST 2020","Tue Dec 29 11:41:48 CLST 2020","1508","Default Suite","CursoAppium","testSuites.example2","testSuites.example2","test1","test1",""
